no,year ,code,type,aq,x,y,elv,ec,ph,hard,tds,temp,eh,Q,Ca,Mg,Fe,Mn,K,Na,CO3,HCO3,CO2,Cl,SO4,NO2,NO3,SiO2,cumrain,lag1
162,2011,115803,groundwater,tuffsand,785175.2099,10752848.9,1225,362,6.78,8,312.57,25.2,18,2,17,13.3,0.06,0.22,7.9,18,17.9,91.7,117.8,47.3,2.6,0,0.08,50,99.1,139.2
163,2011,115800,groundwater,tuffsand,785176.2099,10752842.9,1200,495,6.11,6,311.45,23.4,62,1,37.1,10,0.2,0.23,6,16.1,10,38.9,90.6,53.1,61.3,0,4.3,23,99.1,139.2
164,2011,112003,groundwater,tuffsand,785175.2099,10752842.9,1190,324,6.62,8.1,416.77,25.1,20,2,17,13.3,0.16,0.23,7.9,20,2.3,91.7,18.1,41.7,57.3,0.01,2.6,57,99.1,139.2
165,2011,112004,groundwater,tuffsand,791358.411,10754868.21,1175,391,6.99,8,292.02,24,-1,0.2,39,13.1,0.66,0.22,2.7,21,1.7,178.8,36.3,40.7,17.6,0.01,4.3,18,99.1,139.2
166,2011,111006,groundwater,tuffsand,779749.8099,10753920.75,1150,293,6.14,6.2,126.47,21,43,0.5,18.4,5.4,0.17,0.22,11,14,31.3,23,13.9,19.4,0.5,0,1.2,29,99.1,139.2
167,2011,111044,groundwater,tuffsand,778412.2092,10755905.52,1130,131,6.37,10,74.2,22,32,1,5.4,3.9,0.08,0.22,1.6,5.8,10,16.1,0,7.6,0.6,0,5.2,28,99.1,139.2
168,2011,112012,groundwater,tuffsand,785379.2415,10756053.09,1040,252,5.45,10,370.21,23.8,75,10,9.7,6.4,0.08,0.22,7.7,17,0.1,122.2,27.2,3.3,1.3,0,1.3,56,99.1,139.2
169,2011,214064,groundwater,breccias,777881.7124,10751587.28,990,71.9,6.89,11,58.67,21,7,1,3.5,3.7,0.08,0.22,1.7,5,12,15.2,36.3,3,0.6,0,4.7,23,99.1,139.2
170,2011,211010,groundwater,tuffsand,790201.3943,10764157.57,980,71.9,6.89,11,58.67,21,7,1,4,4,0.08,0.22,1.7,4.8,19,12.2,36.3,2.9,0.6,0,4.7,23,99.1,139.2
171,2011,211016,groundwater,tuffsand,785246.6244,10760146.76,940,462,6.01,6.4,243.16,23.4,50,0.5,6.8,1,0.1,0.22,5.6,9.6,1.5,60.8,0,2.7,1.3,0.01,2.1,28,99.1,139.2
172,2011,211047,groundwater,tuffsand,779287.0807,10757791.22,940,489,7.07,7.3,250.5,24.2,-2,1,13.1,15,0.2,0.23,7.8,29,10.2,125,136,38.8,24.6,0,1.4,54,99.1,139.2
173,2011,211017,groundwater,tuffsand,785256.7552,10758265.61,890,680,6.72,7,123.8,24.3,54,1,65,13.3,0.16,0.22,3,36.3,0,330.6,117.8,48.6,10.5,0,2.4,35,99.1,139.2
174,2011,212009,groundwater,tuffsand,786240.1504,10760484.1,890,167,6.6,4.5,113.39,22.8,40,1,1,0.9,0.06,0.22,3.8,8,8,12.7,0,5,0.4,0.02,0.6,43,99.1,139.2
175,2011,212011,groundwater,tuffsand,784558.6059,10765233.33,830,63.2,6.69,8.8,311,23.8,7,1.5,27.7,7.09,0.09,0.02,8.62,27.2,10,91.7,36.3,44.2,23.8,0.02,1,44.2,99.1,139.2
176,2011,214063,groundwater,breccias,777100.0357,10753021.7,820,71.9,6.89,11,58.67,21,7,1,4,4,0.08,0.22,1.7,7.5,19,12.4,36.3,3.8,0.6,0,4.7,23,99.1,139.2
177,2011,311048,groundwater,tuffsand,778949.4861,10758895.98,790,44,7.01,6.4,371.89,24.2,2,1,21.1,17,0.08,0.23,10,28.4,10.8,177.7,26.8,36.5,33.3,0,0.5,40,99.1,139.2
178,2011,212018,groundwater,tuffsand,782032.4349,10761457.4,780,63.2,5.86,6,224,22.6,62,0.5,17.7,0.88,0.07,0.01,3.38,11.76,10,32.4,126.9,22.63,14.54,0,0.009,60.1,99.1,139.2
179,2011,313058,groundwater,clay,781713.6432,10759021.26,780,581,5.95,8,102.92,24.4,51,5,3,1.5,0.16,0.22,9.2,8.2,0,35.4,54.4,8.8,0.8,0,0.6,20,99.1,139.2
180,2011,311025,groundwater,tuffsand,784266.7386,10757264.37,770,71.9,6.89,11,58.67,21,7,1,3.5,3.8,0.08,0.22,1.7,7,19,13.4,36.3,3.4,0.6,0,4.7,23,99.1,139.2
181,2011,311027,groundwater,tuffsand,782470.6334,10762234.34,768,364,6.89,7,208.95,24.6,13,0.5,41.2,14.1,0.13,0.22,2.4,18.2,1.5,180.3,36.3,21.7,4.3,0.01,1.1,19,99.1,139.2
182,2011,311028,groundwater,tuffsand,783353.5286,10762571.05,765,63.2,6.44,14,468,25.6,43,0.5,13,15.7,0.21,0.07,7.43,26,12.3,35.4,88.8,24.7,192,0.01,0.005,43.8,99.1,139.2
183,2011,311034,groundwater,tuffsand,783992.5282,10767111.47,765,71.9,6.89,11,58.67,21,7,1,4,3,0.08,0.22,1.7,7,19,14,36.3,3,0.6,0,4.7,23,99.1,139.2
184,2011,311051,groundwater,tuffsand,779823.6666,10760892.38,765,489,6.38,5,425.78,23.5,40,1,45,7.5,0.13,0.22,2.6,13,12.3,128.8,19,47.8,27.4,0.02,0.7,36,99.1,139.2
185,2011,312026,groundwater,tuffsand,785309.9728,10748306.62,765,225,6,12,338,23.1,74,0.5,10.7,4.2,0.08,0.3,1.4,6.6,15,12,45.3,24.7,0.3,0,3,37,99.1,139.2
186,2011,312050,groundwater,clay,776193.4341,10757221.77,765,63.2,5.77,8.1,335,23.4,50,0.2,30.5,8.28,0.49,0.01,5.14,19.4,20.1,60.5,18.1,49.87,57.6,0.08,0.002,45.1,99.1,139.2
187,2011,318069,groundwater,clay,768459.0276,10755854.36,765,486,6.13,7,261.92,24.2,78,1,13.5,12,0.4,0.22,8.7,36,0,116.3,72.5,63.1,26.9,0.01,5.3,21,99.1,139.2
188,2011,311014,groundwater,tuffsand,776637.5243,10756892.13,760,373,6.7,5.8,159.47,23.3,67,0.5,27,10,0.13,0.23,3.4,25.3,13.4,97.8,0,56.7,17,0,0.7,24,99.1,139.2
189,2011,311029,groundwater,tuffsand,783803.6019,10761134.92,760,136,5,8.8,132.49,21.2,-81,1,18.1,10.3,0.2,0.22,11.7,27,0.2,176.4,0,20.7,7.5,0.02,0.1,43,99.1,139.2
190,2011,313060,groundwater,clay,775304.1237,10758102.36,760,364,7.03,8,302.47,23.9,37,0.45,28,13.3,0.04,0.22,3.4,23,1.4,177.7,0,25,9.2,0.01,0.4,24,99.1,139.2
191,2011,311033,groundwater,tuffsand,783455.7768,10764120.8,750,71.9,6.89,11,58.67,21,7,1,3.8,3,0.08,0.22,1.7,5.5,14,10.2,36.3,3,0.6,0,4.7,23,99.1,139.2
192,2011,311035,groundwater,tuffsand,784000.9133,10765562.3,750,427,5.92,4.4,245.73,22.6,75,2,3.8,3.6,0.1,0.22,4.9,7.5,12.3,30.7,0,7.5,0.3,0.02,1.3,54,99.1,139.2
193,2011,311039,groundwater,tuffsand,784444.4271,10765353.38,740,408,6.9,7.2,365.6,24.1,4,0.3,20.8,13,0.16,0.23,7.5,38.3,10.8,134,15.6,53.6,62.2,0,4.2,31,99.1,139.2
194,2011,311057,groundwater,tuffsand,789968.6193,10766258.89,740,441,5.8,7,359.02,23.7,57,0.5,48,20.1,0.16,0.22,7.7,35.2,2.8,51.9,0,111.9,112.2,0,5.3,39,99.1,139.2
195,2011,312042,groundwater,tuffsand,782141.2468,10761789.95,730,564,6.35,12,314.07,24.2,43,0.75,40.5,9.9,0.06,0.23,6.1,20.7,2.3,193.8,45.3,46.5,6.8,0,0,9,99.1,139.2
196,2011,311038,groundwater,tuffsand,784116.2778,10764677.66,720,71.9,6.89,11,58.67,21,7,1,3.2,3.8,0.08,0.22,2.8,6,19,12.2,36.3,3.7,0.6,0,4.7,23,99.1,139.2
197,2011,311040,groundwater,tuffsand,785220.2874,10765015.61,710,91,5.82,9.6,83.4,22.2,76,0.5,3.4,1,0.1,0.22,4.2,9.5,0,46.4,18.1,3.6,0.9,0.02,0.8,55,99.1,139.2
198,2011,311041,groundwater,tuffsand,785759.9354,10767453.05,705,144,6.3,6.2,385.68,22.4,49,2,65,16.3,0.16,0.22,3,30.3,17.3,233.8,0,54.6,12.5,0,2.4,44,99.1,139.2
199,2011,311020,groundwater,tuffsand,780604.2231,10759679.31,700,349,7.08,12,238.7,23.8,-4,0.5,37,10.3,0.13,0.23,3.2,35,7.8,155.1,0,48.2,41.2,0,5,15,99.1,139.2
200,2011,314067,groundwater,breccias,771336.0161,10755537.01,700,411,6.77,8,334.6,24.6,29,1,35,9.9,0.2,0.22,9.1,24,13.4,157.5,0,42.4,26.5,0,4.8,26,99.1,139.2
201,2011,311021,groundwater,tuffsand,783889.7365,10765672.36,670,71.9,6.89,11,58.67,21,7,1,2,3.6,0.08,0.22,3,6,15,13,36.3,3.5,0.6,0,4.7,23,99.1,139.2
202,2011,311022,groundwater,tuffsand,790005.7558,10759508.66,650,160,6.4,7,95.49,23.5,38,0.5,6.8,1,0.16,0.22,5.6,9.6,1.7,60.5,0,2.7,1.3,0,2.1,42,99.1,139.2
203,2011,311053,groundwater,tuffsand,779808.4046,10763769.32,650,71.9,6.89,11,58.67,21,7,1,2,3.7,0.08,0.22,2.7,5,15,13.2,36.3,3.8,0.6,0,4.7,23,99.1,139.2
204,2011,311056,groundwater,tuffsand,776304.6,10757111.7,650,63.2,5.85,12,331,22.5,65,0.3,43.55,1.41,0.31,0.07,4.84,26.88,12,122,36.3,31.4,4.1,0,0.3,44.5,99.1,139.2
205,2012,115809,groundwater,tuffsand,785175.2099,10752835.9,1338,215,6.03,15,38.5,25.8,-0.47,0.3,3.73,2.69,0.34,0.244322066,1.4,4.8,12,14.4,4.74,3,2.6,0.1,0.004,27,34.2,60.5
206,2012,115808,groundwater,tuffsand,785168.2099,10752842.9,1336,564,6.63,12,73,27.1,-0.43,0.4,14.43,4.68,0.68,0.24529184,2.12,5.57,20.6,53.44,5.17,2.5,1.56,0.12,0.004,50.1,34.2,60.5
207,2012,115807,groundwater,tuffsand,785175.2099,10752839.9,1320,63.2,6.08,12,67,26.9,-0.52,1,6.7,6.19,0.34,0.221750781,0.3,5.6,12,37.15,2.59,7,5.35,0.06,0.004,44.5,34.2,60.5
208,2012,115806,groundwater,tuffsand,785181.2099,10752842.9,1300,196,5.56,15,48,25.8,-0.27,1,5.59,2.46,0.09,0.221901963,1.4,5.2,10,24.16,18.11,1,1,0.34,0.004,36.3,34.2,60.5
209,2012,115805,groundwater,tuffsand,785175.2099,10752850.9,1247,320,6.66,1.5,332,27.2,-0.62,10,46.94,17.45,0.87,0.222383889,3.2,14.7,13.4,178,6.89,36.54,16.72,0.09,0.006,27.4,34.2,60.5
210,2012,115804,groundwater,tuffsand,785180.2099,10752842.9,1240,247,6.03,13,363,27,-0.31,1.5,27.99,8.29,0.31,0.22251847,6.7,31.7,0,76.68,8.62,48.55,47.93,0.28,0.004,42.7,34.2,60.5
211,2012,115801,groundwater,tuffsand,785175.2099,10752843.9,1230,423,5.9,13,84,26.1,-0.47,0.5,9.31,6.05,0.1,0.222653051,0.9,9.6,22.9,31.24,4.31,7,10.41,0.03,0.004,18.3,34.2,60.5
212,2012,115802,groundwater,tuffsand,785178.2099,10752842.9,1228,391,6.68,6.3,186,26.4,-0.54,0.2,24.6,10.76,1.02,0.02,2.24,13.57,22.9,129,4.3,8,1.12,0.11,0.009,27.4,34.2,60.5
213,2012,115803,groundwater,tuffsand,785175.2099,10752848.9,1225,293,6.39,4,322,26.8,-0.3,1,35.03,10.27,0.03,0.01,5.7,29.1,24.6,94.11,4.14,36.74,38.76,0.27,0.004,60.1,34.2,60.5
214,2012,115800,groundwater,tuffsand,785176.2099,10752842.9,1200,705,6.98,6.8,221,26.1,-0.3,0.5,24.96,11.19,0.28,0.07,5.82,19.8,13.4,182,5.17,7,0.98,0.08,0.004,37.1,34.2,60.5
215,2012,112003,groundwater,tuffsand,785175.2099,10752842.9,1190,373,7.49,5,212,26.1,-0.45,2,24.59,16.59,0.47,0.01,7.15,18.05,15.6,195,5.6,4.5,1.85,2.11,0.004,14.4,34.2,60.5
216,2012,112004,groundwater,tuffsand,791358.411,10754868.21,1175,349,6.47,7.5,158,26.4,-0.32,2,21.6,6.16,0.09,0.07,2.43,21.96,0,130,8.6,4,0.1,0.11,0.004,43.6,34.2,60.5
217,2012,111006,groundwater,tuffsand,779749.8099,10753920.75,1150,588,6.6,12,260,26.3,-0.61,0.75,31.66,6.56,0.09,0.22,6.3,52.2,14,139,5.17,38,20.6,0.14,0.322,41.8,34.2,60.5
218,2012,111044,groundwater,tuffsand,778412.2092,10755905.52,1130,311,6.6,7.9,422,26.4,-0.35,2,45.15,11.55,0.05,0.22,1.9,54,0,219,15.95,42.54,19.19,0.07,0.232,44.1,34.2,60.5
219,2012,112012,groundwater,tuffsand,785379.2415,10756053.09,1040,427,6.32,13,173,26.7,-0.19,2,21.6,11.19,0.08,0.22,3.1,10.4,22.9,112,8.62,8,0.7,0.16,0.004,47,34.2,60.5
220,2012,214064,groundwater,breccias,777881.7124,10751587.28,990,280,6.64,12,275,26,-0.52,2,41.72,8.46,0.08,0.22,8.1,20.3,19,159,27.44,37.54,14.34,0,0.004,33.4,34.2,60.5
221,2012,211010,groundwater,tuffsand,790201.3943,10764157.57,980,364,6.47,7,321,26.7,-0.41,1,39.5,12.96,0.06,0.01,2.1,13.65,31.3,96,9.5,57.6,8.9,0,0.004,18.3,34.2,60.5
222,2012,211016,groundwater,tuffsand,785246.6244,10760146.76,940,580,6.57,6.5,239,26.7,0.7,2,33.53,8.93,0.16,0.02,2.3,17.3,8,124,5.35,23.02,8.39,0.01,0.004,47.2,34.2,60.5
223,2012,211047,groundwater,tuffsand,779287.0807,10757791.22,940,486,6.85,4.4,522,25.8,-0.41,2,45.13,21.56,0.08,0.07,5.7,74.2,8,202,4.31,93.09,31.17,0,0.092,25.2,34.2,60.5
224,2012,211017,groundwater,tuffsand,785256.7552,10758265.61,890,362,7.26,9.6,192,27,-0.69,2,29.8,13.43,0.13,0.01,2.19,12.3,0,171,4.31,4.5,1.34,0,0.004,54.8,34.2,60.5
225,2012,212009,groundwater,tuffsand,786240.1504,10760484.1,890,364,6.28,7,153,25.7,-0.4,0.75,20.86,6.25,0.13,0.07,2.1,15.4,14.5,112,12.5,10,7.9,0.01,1.1,33.1,34.2,60.5
226,2012,212011,groundwater,tuffsand,784558.6059,10765233.33,830,364,6.37,6.4,230,25.4,-0.46,0.5,25.7,11.88,1.2,0.244322066,4.3,18.9,0,142,6.47,25.53,3.51,0,0.004,45.1,34.2,60.5
227,2012,214063,groundwater,breccias,777100.0357,10753021.7,820,495,6.63,8,281,26.2,-0.4,1,34.42,11.44,0.05,0.24529184,2.36,29.64,0,185,6.04,28.53,3.66,0,0.004,40.7,34.2,60.5
228,2012,311048,groundwater,tuffsand,778949.4861,10758895.98,790,364,6.47,8,469,26.5,-0.41,0.5,45.88,23.18,0.05,0.221750781,8.66,21.5,0,183.5,11.21,59.56,11.7,0.01,0.023,24.6,34.2,60.5
229,2012,212018,groundwater,tuffsand,782032.4349,10761457.4,780,215,6.46,6.2,266,26.3,-0.48,0.5,33.53,12.07,0.98,0.221901963,2.38,31.1,0,205,11.21,10.31,2.78,0,0.004,26,34.2,60.5
230,2012,313058,groundwater,clay,781713.6432,10759021.26,780,349,6.33,6.5,198,36.4,-0.26,0.5,23.84,6.69,0.04,0.24,2.87,19,3.7,105,11.64,31.53,6.47,0.02,0.444,55.6,34.2,60.5
231,2012,311025,groundwater,tuffsand,784266.7386,10757264.37,770,311,6.66,4.5,188,26,-0.45,0.5,26.08,9.84,0.13,0.24,1.58,14.18,3.7,151,9.92,7.5,1.9,0,0.023,40.7,34.2,60.5
232,2012,311027,groundwater,tuffsand,782470.6334,10762234.34,768,324,6.96,8.8,407,26.8,-0.45,2,40.23,11.6,0.66,0.24,13.46,52,10,195,9.49,53.6,21.53,0.02,0.275,42.1,34.2,60.5
233,2012,311028,groundwater,tuffsand,783353.5286,10762571.05,765,588,6.54,6,242,26,-0.35,2,32.04,12.52,0.13,0.25,1.71,10.07,25.7,105,10.94,10.71,3.09,0,0.029,49,34.2,60.5
234,2012,311034,groundwater,tuffsand,783992.5282,10767111.47,765,391,6.56,9,311,26.7,-0.15,1,35.76,17.44,0.05,0.22,3.88,20.92,10.8,127,14.23,45,11.02,0.01,0.056,36.1,34.2,60.5
235,2012,311051,groundwater,tuffsand,779823.6666,10760892.38,765,423,6.69,8,441,27,-0.18,0.5,58.86,19.66,0.4,0.22,3.32,30.4,10.8,251,12.5,68.07,19.24,0,0.905,53.3,34.2,60.5
236,2012,312026,groundwater,tuffsand,785309.9728,10748306.62,765,196,6.41,7,808,26.4,-0.18,1,44,35,0.07,0.22,5.22,98.4,13.4,323,17.7,73,49.8,0,2.32,36.2,34.2,60.5
237,2012,312050,groundwater,clay,776193.4341,10757221.77,765,324,7.15,9,390,25.6,-0.35,0.5,49.54,20.5,0.08,0.22,7.03,40.52,0,288,4.74,42.24,0.24,0.01,4.973,44.2,34.2,60.5
238,2012,318069,groundwater,clay,768459.0276,10755854.36,765,122,7.48,9,565,25.7,-0.71,0.3,31.66,15.45,0.04,0.22,9.1,145,22.9,472,12.5,46.55,0.9,0.01,0.004,53.3,34.2,60.5
239,2012,311014,groundwater,tuffsand,776637.5243,10756892.13,760,229,6.58,8,440,26.5,-6.33,1,31.29,13.43,0.13,0.22,7.35,77.23,22.9,230,15.95,65.6,2.8,0.01,0.83,30.9,34.2,60.5
240,2012,311029,groundwater,tuffsand,783803.6019,10761134.92,760,124,7.29,10,601,25.6,-0.76,0.5,23.28,10.66,0.66,0.22,8.17,166,10.8,473,6.47,69.57,0.66,0,5.929,56.6,34.2,60.5
241,2012,313060,groundwater,clay,775304.1237,10758102.36,760,280,6.77,10,752,26.5,-0.33,0.5,24.6,25.59,0.07,0.23,5.84,105,19.6,273,17.68,119,20.07,0,0.004,26.2,34.2,60.5
242,2012,311033,groundwater,tuffsand,783455.7768,10764120.8,750,556,6.86,12,105,26.8,-0.45,1,13.41,7.62,0.08,0.23,1.27,7,0,85.4,3.45,7.5,1.02,0.02,0.004,43.6,34.2,60.5
243,2012,311035,groundwater,tuffsand,784000.9133,10765562.3,750,539,6.5,15,568,26.9,-0.42,5,74.43,30.96,0.2,0.24,9.89,37.58,14.5,459,6.67,42.54,0.83,0,0.524,45,34.2,60.5
244,2012,311039,groundwater,tuffsand,784444.4271,10765353.38,740,160,7.19,13,690,25.8,-0.48,1,43.06,18.89,0.13,0.24,14.82,127,0,488,12.7,36.54,1.22,0.01,0.004,59.8,34.2,60.5
245,2012,311057,groundwater,tuffsand,789968.6193,10766258.89,740,486,6.58,1.5,540,26.7,-0.31,1,14.97,32.53,0.08,0.24,2.08,95.5,0,410,15.95,45.07,1.83,0,0.004,29.8,34.2,60.5
246,2012,312042,groundwater,tuffsand,782141.2468,10761789.95,730,489,6.8,13,761,27.2,-0.29,0.5,63.33,28.66,0.04,0.25,17.11,98.51,0,308,12.25,138,63.63,0,3.923,38.2,34.2,60.5
247,2012,311038,groundwater,tuffsand,784116.2778,10764677.66,720,167,7.15,6.3,441,25.7,-0.75,1,32.78,14.55,0.13,0.242268283,7.8,76.45,0,332,6.42,49.05,0.32,0,1.465,60.2,34.2,60.5
248,2012,311040,groundwater,tuffsand,785220.2874,10765015.61,710,494,6.68,4,935,26.6,-0.33,2,94.62,42.08,0.66,0.242471602,9.67,98.22,0,529,25.44,164,30.17,0,2.553,45.1,34.2,60.5
249,2012,311041,groundwater,tuffsand,785759.9354,10767453.05,705,44,6.8,6.8,797,26.4,-0.42,0.75,85.65,18.25,0.08,0.242783474,13.33,89.89,0,351,23.28,123,66.06,0,5.599,44.2,34.2,60.5
250,2012,311020,groundwater,tuffsand,780604.2231,10759679.31,700,349,6.85,7.5,825,26.8,-0.42,2,109,20.96,0.08,0.243217839,3.88,52.58,0,273,16.4,44.54,249,0,0.004,41.5,34.2,60.5
251,2012,314067,groundwater,breccias,771336.0161,10755537.01,700,408,6.9,5,765,27.2,-0.41,0.5,78.23,32.67,0.08,0.24291741,13.08,79.67,0,410,20.53,93.6,75.6,0,1.629,44.1,34.2,60.5
252,2012,311021,groundwater,tuffsand,783889.7365,10765672.36,670,265,6.14,7.9,254,26.9,-0.38,0.46,31.9,16.74,0.08,0.244322066,1.49,2.65,24.6,96,3.11,29.03,26.4,0.02,0.014,56.6,34.2,60.5
253,2012,311022,groundwater,tuffsand,790005.7558,10759508.66,650,169,6.52,12,323,26.9,-0.45,0.5,44.58,13.23,0.34,0.243522535,4.72,23.06,0,268,5.3,9.5,8.9,0,0.004,38.2,34.2,60.5
254,2012,311053,groundwater,tuffsand,779808.4046,10763769.32,650,252,6.04,12,254,26.9,-0.43,0.5,26.99,11.62,0.08,0.24529184,16,2.93,0,102.5,3.99,33.03,19.7,0,0.004,53.3,34.2,60.5
255,2012,311056,groundwater,tuffsand,776304.6,10757111.7,650,680,5.98,6.5,241,26.7,-0.36,1,33.95,20.66,0.16,0.221750781,0.2,11.5,20.1,91.5,3.11,52.05,22.36,0.01,0.004,44.2,34.2,60.5
300,1997,100,river,tuffsand,796734,10754417,850,116,6.216,34.16,60.8,16,20,2,8.32,3.2,0.216,0,3.28,4,0,40.96,14.48,7.92,0,0.056,4.08,32.56,38.5,32.4
301,1997,101,river,tuffsand,789964,10750681,859,222,5.832,58.32,144,16,43,0.75,17.68,3.36,0.072,0,4,11.2,0,71.76,21.76,9.6,12.16,0.448,9.76,29.68,38.5,32.4
302,1997,102,river,tuffsand,788253,10744303,728,246,5.904,63.84,160,16.56,25,0.2,17.92,27.28,0.376,0,4,12.8,0,71.76,21.76,9.6,18.88,0.624,10.24,29.68,38.5,32.4
303,1997,103,river,clay,790744,10736237,667,319,5.96,63.84,160,18,74,0.5,17.92,4.56,0.376,0,4,12.8,0,84.16,29.04,9.28,18.88,0.624,10.24,27.28,38.5,32.4
304,1997,104,river,clay,789709,10741073,650,254,5.968,68.8,165,18,-2,1,19.68,4.72,0.08,0.016,4.4,13.6,0,87.84,29.04,10.96,9.6,0.664,10.16,28.64,38.5,32.4
305,1997,105,river,tuffsand,788120,10748255,788,195,5.912,57.28,127,15.76,4,0.3,18.8,2.48,0.144,0,3.6,9.6,0,71.04,14.48,7.52,8.72,0.344,11.44,28.32,38.5,32.4
306,1997,106,river,tuffsand,793779,10752343,1149,126,6.488,30.24,82,16.8,-2,0.5,9.44,1.6,0.216,0,2,5.6,8.48,32.24,0,5.84,0,0.056,4.24,37.6,38.5,32.4
307,1997,107,river,tuffsand,799275,10753680,1336,77,6.392,26.4,50,16.08,2,1,9.44,0.72,0.216,0,0.8,3.2,0,31.44,7.28,5.52,0,0.04,2.24,37.76,38.5,32.4
308,1998,200,river,tuffsand,796734,10754417,850,116,7.06293,38.8143,69.084,18.18,67,0.5,9.4536,3.636,0.24543,0,3.7269,4.545,0,46.5408,16.4529,8.9991,0,0.06363,4.6359,36.9963,40.5,37.4
309,1998,201,river,tuffsand,789964,10750681,859,222,6.62661,66.2661,130.896,18.18,42,1,19.89,3.8178,0.08181,0,4.545,12.726,0,81.5373,24.7248,10.908,13.8168,0.50904,11.0898,33.7239,40.5,37.4
310,1998,202,river,tuffsand,788253,10744303,728,246,6.70842,72.5382,145.44,18.8163,-0.47,0.3,20.16,30.9969,0.42723,0,4.545,14.544,0,81.5373,24.7248,10.908,21.4524,0.70902,11.6352,33.7239,40.5,37.4
311,1998,203,river,clay,790744,10736237,667,319,6.77205,72.5382,145.44,20.4525,-0.43,0.4,20.16,5.1813,0.42723,0,4.545,14.544,0,95.6268,32.9967,10.5444,21.4524,0.70902,11.6352,30.9969,40.5,37.4
312,1998,204,river,clay,789709,10741073,650,254,6.78114,78.174,149.985,20.4525,-0.52,1,22.14,5.3631,0.0909,0.01818,4.9995,15.453,0,99.8082,32.9967,12.4533,10.908,0.75447,11.5443,32.5422,40.5,37.4
313,1998,205,river,tuffsand,788120,10748255,788,195,6.71751,65.0844,115.443,17.9073,-0.27,1,21.15,2.8179,0.16362,0,4.0905,10.908,0,80.7192,16.4529,8.5446,9.9081,0.39087,12.9987,32.1786,40.5,37.4
314,1998,206,river,tuffsand,793779,10752343,1149,126,7.37199,34.3602,74.538,19.089,-0.62,10,10.62,1.818,0.24543,0,2.2725,6.363,9.6354,36.6327,0,6.6357,0,0.06363,4.8177,42.723,40.5,37.4
315,1998,207,river,tuffsand,799275,10753680,1336,77,7.26291,29.997,45.45,18.2709,-0.31,1.5,10.62,0.8181,0.24543,0,0.909,3.636,0,35.7237,8.2719,6.2721,0,0.04545,2.5452,42.9048,40.5,37.4
316,2007,300,river,tuffsand,796734,10754417,850,116,7.77,42.7,76,20,-0.47,0.5,10.4,4,0.27,0,4.1,5,0,51.2,18.1,9.9,0,0.07,5.1,40.7,11,164.1
317,2007,301,river,tuffsand,789964,10750681,859,222,7.29,72.9,144,20,-0.54,0.2,22.1,4.2,0.09,0,5,14,0,89.7,27.2,12,15.2,0.56,12.2,37.1,11,164.1
318,2007,302,river,tuffsand,788253,10744303,728,246,7.38,79.8,160,20.7,-0.3,1,22.4,34.1,0.47,0,5,16,0,89.7,27.2,12,23.6,0.78,12.8,37.1,11,164.1
319,2007,303,river,clay,790744,10736237,667,319,7.45,79.8,160,22.5,-0.3,0.5,22.4,5.7,0.47,0,5,16,0,105.2,36.3,11.6,23.6,0.78,12.8,34.1,11,164.1
320,2007,304,river,clay,789709,10741073,650,254,7.46,86,165,22.5,-0.45,2,24.6,5.9,0.1,0.02,5.5,17,0,109.8,36.3,13.7,12,0.83,12.7,35.8,11,164.1
321,2007,305,river,tuffsand,788120,10748255,788,195,7.39,71.6,127,19.7,-0.32,2,23.5,3.1,0.18,0,4.5,12,0,88.8,18.1,9.4,10.9,0.43,14.3,35.4,11,164.1
322,2007,306,river,tuffsand,793779,10752343,1149,126,8.11,37.8,82,21,-0.61,0.75,11.8,2,0.27,0,2.5,7,10.6,40.3,0,7.3,0,0.07,5.3,47,11,164.1
323,2007,307,river,tuffsand,799275,10753680,1336,77,7.99,33,50,20.1,-0.35,2,11.8,0.9,0.27,0,1,4,0,39.3,9.1,6.9,0,0.05,2.8,47.2,11,164.1
324,2011,400,river,tuffsand,796734,10754417,850,117.16,7.8477,43.127,76.76,20.2,-0.19,2,10.504,4.04,0.2727,0,4.141,5.05,0,51.712,18.281,9.999,0,0.0707,5.151,41.107,99.1,139.2
325,2011,401,river,tuffsand,789964,10750681,859,224.22,7.3629,73.629,145.44,20.2,-0.52,2,22.1,4.242,0.0909,0,5.05,14.14,0,90.597,27.472,12.12,15.352,0.5656,12.322,37.471,99.1,139.2
326,2011,402,river,tuffsand,788253,10744303,728,248.46,7.4538,80.598,161.6,20.907,-0.41,1,22.4,34.441,0.4747,0,5.05,16.16,0,90.597,27.472,12.12,23.836,0.7878,12.928,37.471,99.1,139.2
327,2011,403,river,clay,790744,10736237,667,322.19,7.5245,80.598,161.6,22.725,0.7,2,22.4,5.757,0.4747,0,5.05,16.16,0,106.252,36.663,11.716,23.836,0.7878,12.928,34.441,99.1,139.2
328,2011,404,river,clay,789709,10741073,650,256.54,7.5346,86.86,166.65,22.725,-0.41,2,24.6,5.959,0.101,0.0202,5.555,17.17,0,110.898,36.663,13.837,12.12,0.8383,12.827,36.158,99.1,139.2
329,2011,405,river,tuffsand,788120,10748255,788,196.95,7.4639,72.316,128.27,19.897,-0.69,2,23.5,3.131,0.1818,0,4.545,12.12,0,89.688,18.281,9.494,11.009,0.4343,14.443,35.754,99.1,139.2
